var_id	tag	cdx_name	array	notes
0x0378	DAS		g5	2 opts mask=0x00000003
0x0379	DAV		g5	2 opts mask=0x00000003
0x037A	DEI		g5	INACT; 2 opts mask=0x00000000
0x037B	DEG		g5	INACT; 2 opts mask=0x00000000
0x037C	ADP		g5	INACT; 2 opts mask=0x00000000
0x037D	DCA		g5	2 opts mask=0x00000003
0x037E	DUC		g5	2 opts mask=0x00000003
0x037F	DCP		g5	2 opts mask=0x00000003
0x0380	DEE		g5	2 opts mask=0x00000003
0x0381	DOP		g5	2 opts mask=0x00000003
0x0382	DTP		g5	2 opts mask=0x00000003
0x0383	DGA		g5	2 opts mask=0x00000003
0x0384	DIP		g5	2 opts mask=0x00000003
0x0385	DML		g5	2 opts mask=0x00000003
0x0386	DMM		g5	2 opts mask=0x00000003
0x0387	DMP		g5	2 opts mask=0x00000003
0x0388	DMA		g5	2 opts mask=0x00000003
0x0389	DRF		g5	2 opts mask=0x00000003
0x038A	DDN		g5	2 opts mask=0x00000003
0x038B	DSV		g5	2 opts mask=0x00000003
0x038C	DDS		g5	2 opts mask=0x00000003
0x038D	SVA		g5	2 opts mask=0x00000003
0x038E	DDY		g5	2 opts mask=0x00000003
0x038F	DDE		g5	2 opts mask=0x00000003
0x0390	DTE		g5	2 opts mask=0x00000003
0x0391	DDP		g5	2 opts mask=0x00000003
0x0392	DUE		g5	2 opts mask=0x00000003
0x0393	ZWD		g5	2 opts mask=0x00000003
0x0394	ADC		g5	2 opts mask=0x00000001
0x0395	DCS		g5	3 opts mask=0x00000007
0x0396	DIS	DeviceIdStatus	g5	2 opts mask=0x00000003
0x0397	DAH	DisplayAHI	g5	2 opts mask=0x00000003
0x0398	DHA		g5	2 opts mask=0x00000001
0x0399	TCD		g5	6 opts mask=0x0000003f
0x039A	DSA	SoundDownloadAllowed	g5	2 opts mask=0x00000003
0x039B	EBW		g5	2 opts mask=0x00000003
0x039C	RSD		g5	4 opts mask=0x0000000f
0x039D	ECD	EndCapDetection	g5	2 opts mask=0x00000003
0x039E	EPA	EprEnablePatientAccess	g5	active_vids=3,7; 2 opts mask=0x00000003; modes=CPAP,AutoSet,HerAuto
0x039F	EPX	EprEnable	g5	active_vids=3,7; 2 opts mask=0x00000003; modes=CPAP,AutoSet,HerAuto
0x03A0	EPT	EprType	g5	active_vids=3,7; 2 opts mask=0x00000003; modes=CPAP,AutoSet,HerAuto
0x03A1	ZWR		g5	2 opts mask=0x00000003
0x03A2	ERS		g5	2 opts mask=0x00000003
0x03A3	EXH	ExternalHumidifier	g5	INACT; 2 opts mask=0x00000000
0x03A4	FIS		g5	2 opts mask=0x00000003
0x03A5	FBP		g5	4 opts mask=0x0000000f
0x03A6	FIO		g5	2 opts mask=0x00000003
0x03A7	FSC		g5	2 opts mask=0x00000003
0x03A8	FIP		g5	2 opts mask=0x00000003
0x03A9	IRF	IsFileSystemReady	g5	3 opts mask=0x00000007
0x03AA	QFC	FlightMode	g5	2 opts mask=0x00000003
0x03AB	ZLM		g5	active_vids=3; 2 opts mask=0x00000003
0x03AC	FON		g5	10 opts mask=0x0000000f
0x03AD	ZUM		g5	2 opts mask=0x00000003
0x03AE	CMC		g5	2 opts mask=0x00000003
0x03AF	GHT		g5	3 opts mask=0x00000007
0x03B0	GMH		g5	3 opts mask=0x00000007
0x03B1	GHM		g5	3 opts mask=0x00000007
0x03B2	GRM		g5	3 opts mask=0x00000007
0x03B3	GRY		g5	1 opts mask=0x00000001
0x03B4	GRD		g5	2 opts mask=0x00000003
0x03B5	GRZ		g5	1 opts mask=0x00000001
0x03B6	ZUI		g5	10 opts mask=0x000003ff
0x03B7	GOM		g5	MODE_SELECTOR; 11 opts mask=0x00000007
0x03B8	GED		g5	2 opts mask=0x00000003
0x03B9	GDF		g5	13 opts mask=0x0000124b
0x03BA	GNM		g5	13 opts mask=0x0000124b
0x03BB	GDT		g5	13 opts mask=0x0000124b
0x03BC	GDH		g5	13 opts mask=0x0000124b
0x03BD	GTZ		g5	27 opts mask=0x07ffffff
0x03BE	HAA		g5	INACT; 2 opts mask=0x00000000
0x03BF	HCO		g5	2 opts mask=0x00000003
0x03C0	HCS		g5	2 opts mask=0x00000003
0x03C1	CPT		g5	2 opts mask=0x00000003
0x03C2	HTB		g5	3 opts mask=0x00000007
0x03C3	HTP	HeatedTubePower	g5	2 opts mask=0x00000003
0x03C4	HTX	HeatedTubeSettingEnable	g5	3 opts mask=0x00000007
0x03C5	HUT		g5	2 opts mask=0x00000003
0x03C6	HTC		g5	9 opts mask=0x000001ff
0x03C7	HLA	HighLeakAlarmEnable	g5	INACT; 2 opts mask=0x00000000
0x03C8	HPM		g5	2 opts mask=0x00000003
0x03C9	HPA		g5	2 opts mask=0x00000003
0x03CA	HSS		g5	2 opts mask=0x00000001
0x03CB	TBT	TubeType	g5	3 opts mask=0x00000003
0x03CC	HOF		g5	3 opts mask=0x00000007
0x03CD	ZHT	Summary-TubeConnected	g5	5 opts mask=0x00000017
0x03CE	ZHR	TubeConnected	g5	5 opts mask=0x0000001f
0x03CF	HTR		g5	6 opts mask=0x0000003f
0x03D0	HUM		g5	2 opts mask=0x00000003
0x03D1	HUC	Summary-HumidifierConnected	g5	3 opts mask=0x00000003
0x03D2	HCR	HumidifierConnected	g5	3 opts mask=0x00000003
0x03D3	HUE		g5	8 opts mask=0x000000ff
0x03D4	HON		g5	2 opts mask=0x00000003
0x03D5	HPW	HumidifierPower	g5	2 opts mask=0x00000003
0x03D6	HMX	HumidifierSettingEnable	g5	2 opts mask=0x00000003
0x03D7	MUT		g5	2 opts mask=0x00000003
0x03D8	HUS		g5	10 opts mask=0x000003ff
0x03D9	TC0		g5	3 opts mask=0x00000007
0x03DA	IMF		g5	2 opts mask=0x00000003
0x03DB	ZBR		g5	2 opts mask=0x00000003
0x03DC	IAS		g5	2 opts mask=0x00000003
0x03DD	ZPW		g5	2 opts mask=0x00000003
0x03DE	ZRP	IsRamping	g5	2 opts mask=0x00000003
0x03DF	RPD	IsRampingDown	g5	INACT; 2 opts mask=0x00000000
0x03E0	ITS		g5	2 opts mask=0x00000003
0x03E1	BVP		g5	2 opts mask=0x00000003
0x03E2	IEU	iVAPS-AutoEPAPEnable	g5	INACT; 2 opts mask=0x00000000; modes=iVAPS
0x03E3	IHU	HeightDisplayUnit	g5	INACT; 2 opts mask=0x00000000; modes=iVAPS
0x03E4	ZIX		g5	4 opts mask=0x0000000f
0x03E5	VCS	iVAPS-CycleSensitivity	g5	INACT; 7 opts mask=0x00000000
0x03E6	VCV		g5	INACT; 7 opts mask=0x00000000
0x03E7	VCP		g5	INACT; 7 opts mask=0x00000000
0x03E8	IRZ	iVAPS-FallTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=iVAPS
0x03E9	IRC	iVAPS-RiseTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=iVAPS
0x03EA	VTS	iVAPS-TriggerSensitivity	g5	INACT; 7 opts mask=0x00000000; modes=iVAPS
0x03EB	VAQ		g5	INACT; 7 opts mask=0x00000000
0x03EC	FSO		g5	2 opts mask=0x00000003
0x03ED	KPM		g5	10 opts mask=0x000003ff
0x03EE	ZPA		g5	2 opts mask=0x00000003
0x03EF	ZOA		g5	2 opts mask=0x00000003
0x03F0	LAN	Language	g5	27 opts mask=0x07ffffff; modes=CPAP,AutoSet,HerAuto,Spont,ST,Timed,VAuto,ASV,ASVAuto,iVAPS,PAC
0x03F1	LRE		g5	4 opts mask=0x0000000f
0x03F2	LST		g5	4 opts mask=0x0000000f
0x03F3	LTS	LCDTouchStatus	g5	3 opts mask=0x00000007
0x03F4	LCA		g5	2 opts mask=0x00000003
0x03F5	TLM	LearnMode	g5	2 opts mask=0x00000003; modes=iVAPS
0x03F6	ZLC		g5	7 opts mask=0x0000007f
0x03F7	ZLS		g5	4 opts mask=0x0000000f
0x03F8	LSC		g5	3 opts mask=0x00000007
0x03F9	LMC	LowMinuteVentAlarmEnable	g5	INACT; 2 opts mask=0x00000000
0x03FA	MFT		g5	2 opts mask=0x00000003
0x03FB	ZFM		g5	3 opts mask=0x00000007
0x03FC	MKD	MaskSenseToggle	g5	2 opts mask=0x00000003
0x03FD	MST		g5	2 opts mask=0x00000003
0x03FE	MSK	MaskType	g5	4 opts mask=0x00000007
0x03FF	ZMS		g5	2 opts mask=0x00000003
0x0400	MIC	MicrophoneEnabled	g5	2 opts mask=0x00000003
0x0401	MOW		g5	2 opts mask=0x00000003
0x0402	MOK		g5	4 opts mask=0x0000000f
0x0403	QCS		g5	6 opts mask=0x0000003f
0x0404	QNC		g5	2 opts mask=0x00000003
0x0405	AAA		g5	12 opts mask=0x00000fff
0x0406	MER		g5	2 opts mask=0x00000003
0x0407	ZME		g5	2 opts mask=0x00000003
0x0408	BMT	MotorType	g5	2 opts mask=0x00000003
0x0409	AIR		g5	2 opts mask=0x00000003
0x040A	MAI	CareCheckToggle	g5	2 opts mask=0x00000003
0x040B	MAM		g5	2 opts mask=0x00000003
0x040C	MAS	MyAirScreens	g5	2 opts mask=0x00000003
0x040D	NMA	NonVentedMaskAlarmEnable	g5	INACT; 2 opts mask=0x00000000
0x040E	MOP	ActiveTherapyProfile	g5	MODE_SELECTOR; 11 opts mask=0x00000007
0x040F	OUM		g5	2 opts mask=0x00000003
0x0410	OUS	OtaUpgradeStatus	g5	6 opts mask=0x0000003f
0x0411	OFC		g5	3 opts mask=0x00000007
0x0412	OXS		g5	5 opts mask=0x0000001f
0x0413	OTD		g5	2 opts mask=0x00000003
0x0414	OUI		g5	4 opts mask=0x0000000f
0x0415	P11	PAC-FallTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=PAC
0x0416	PA3	PAC-RiseTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=PAC
0x0417	PA7	PAC-TriggerSensitivity	g5	INACT; 7 opts mask=0x00000000; modes=PAC
0x0418	PAQ		g5	INACT; 7 opts mask=0x00000000
0x0419	ACC	PatientView	g5	2 opts mask=0x00000003
0x041A	PDR		g5	2 opts mask=0x00000003
0x041B	PMS	PeripheralMsg	g5	2 opts mask=0x00000003
0x041C	ZEA		g5	2 opts mask=0x00000003
0x041D	PSM		g5	10 opts mask=0x000003ff
0x041E	KEY	PhantomKey	g5	12 opts mask=0x00000e6f
0x041F	PKP		g5	2 opts mask=0x00000003
0x0420	PTF		g5	2 opts mask=0x00000003
0x0421	ZPV		g5	2 opts mask=0x00000003
0x0422	P90		g5	2 opts mask=0x00000001
0x0423	ZRM	FGState	g5	12 opts mask=0x000007ff
0x0424	PSC	PowerSupplyCapacity	g5	2 opts mask=0x00000003
0x0425	PSD		g5	2 opts mask=0x00000003
0x0426	PSU	PowerSupplyType	g5	3 opts mask=0x00000007
0x0427	CYM		g5	3 opts mask=0x00000007
0x0428	QNT		g5	2 opts mask=0x00000003
0x0429	RMA	RampEnable	g5	3 opts mask=0x00000007
0x042A	RDE	RampDownEnable	g5	INACT; 2 opts mask=0x00000000
0x042B	DPE	RampDownEnablePatientAccess	g5	INACT; 2 opts mask=0x00000000
0x042C	RDS		g5	3 opts mask=0x00000007
0x042D	RPE	RampEnablePatientAccess	g5	INACT; 2 opts mask=0x00000000
0x042E	RPS		g5	2 opts mask=0x00000001
0x042F	IRS	IsReadyForShipping	g5	3 opts mask=0x00000007
0x0430	RQH		g5	2 opts mask=0x00000003
0x0431	RFP		g5	2 opts mask=0x00000003
0x0432	RYS	RecoverableError	g5	4 opts mask=0x0000000f
0x0433	ARE		g5	10 opts mask=0x000003ff
0x0434	RUM		g5	13 opts mask=0x00001fff
0x0435	RIF	ReminderFilterEnable	g5	2 opts mask=0x00000003
0x0436	RIM	ReminderMaskEnable	g5	2 opts mask=0x00000003
0x0437	RIT	ReminderTubingEnable	g5	2 opts mask=0x00000003
0x0438	RIC	ReminderHumidifierEnable	g5	2 opts mask=0x00000003
0x0439	RSM		g5	5 opts mask=0x0000001f
0x043A	RSC		g5	2 opts mask=0x00000003
0x043B	RDF	ReminderFilterPeriod	g5	13 opts mask=0x0000124a
0x043C	RDM	ReminderMaskPeriod	g5	13 opts mask=0x0000124a
0x043D	RDT	ReminderTubingPeriod	g5	13 opts mask=0x0000124a
0x043E	RDH	ReminderHumidifierPeriod	g5	13 opts mask=0x0000124a
0x043F	RST	RequestSDCardTest	g5	2 opts mask=0x00000003
0x0440	RTS	RequestTestDriveState	g5	2 opts mask=0x00000003
0x0441	REV		g5	3 opts mask=0x00000007
0x0442	RES		g5	5 opts mask=0x0000001b
0x0443	RLL		g5	2 opts mask=0x00000003
0x0444	ROP		g5	6 opts mask=0x0000003f
0x0445	SRM		g5	2 opts mask=0x00000003
0x0446	STA		g5	2 opts mask=0x00000003
0x0447	SSS	SDCardSocketStatus	g5	3 opts mask=0x00000007
0x0448	STS	SDCardTestStatus	g5	3 opts mask=0x00000007
0x0449	SDC		g5	2 opts mask=0x00000003
0x044A	SBE	SecurityStatus	g5	2 opts mask=0x00000003
0x044B	SBA		g5	2 opts mask=0x00000003
0x044C	ZKA		g5	2 opts mask=0x00000003
0x044D	SPM		g5	2 opts mask=0x00000003
0x044E	SRC		g5	2 opts mask=0x00000003
0x044F	ZWT		g5	2 opts mask=0x00000003
0x0450	SCA		g5	2 opts mask=0x00000003
0x0451	SD0		g5	2 opts mask=0x00000003
0x0452	ZTH		g5	2 opts mask=0x00000003
0x0453	ZLH		g5	2 opts mask=0x00000003
0x0454	CCZ		g5	2 opts mask=0x00000003
0x0455	SLS	LanguageSelection	g5	2 opts mask=0x00000003
0x0456	DMS		g5	2 opts mask=0x00000003
0x0457	SOS	OobxOnStartup	g5	2 opts mask=0x00000003
0x0458	ABU		g5	2 opts mask=0x00000003
0x0459	SVI		g5	2 opts mask=0x00000003
0x045A	SVP		g5	6 opts mask=0x0000003f
0x045B	SMN		g5	2 opts mask=0x00000003
0x045C	SVN		g5	2 opts mask=0x00000003
0x045D	SST	SmartStart	g5	2 opts mask=0x00000003
0x045E	SME		g5	2 opts mask=0x00000003
0x045F	GSP		g5	2 opts mask=0x00000003
0x0460	SSP	SmartStop	g5	2 opts mask=0x00000003
0x0461	SCK	SoundcheckRunFrequency	g5	4 opts mask=0x0000000f
0x0462	SCH		g5	2 opts mask=0x00000003
0x0463	SCO	SoundcheckFeatureToggle	g5	2 opts mask=0x00000003
0x0464	STT	SoundcheckStatus	g5	5 opts mask=0x0000001f
0x0465	SSE	SplashScreenDisplaySelection	g5	2 opts mask=0x00000003
0x0466	SCY		g5	5 opts mask=0x0000001f
0x0467	SPN		g5	3 opts mask=0x00000007
0x0468	SOD		g5	3 opts mask=0x00000007
0x0469	XAB	ST-CycleSensitivity	g5	active_vids=10; 7 opts mask=0x00000000
0x046A	XAX		g5	active_vids=10; 7 opts mask=0x00000000
0x046B	XAS		g5	active_vids=10; 7 opts mask=0x00000000
0x046C	XAM	ST-FallTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=ST
0x046D	XAC	ST-IntelligentBackupRateEnable	g5	INACT; 2 opts mask=0x00000000; modes=ST
0x046E	XA9	ST-RiseTimeEnable	g5	active_vids=10; 2 opts mask=0x00000000; modes=ST
0x046F	ZU1	ST-TriggerSensitivity	g5	active_vids=10; 7 opts mask=0x00000000; modes=ST
0x0470	ZU2		g5	active_vids=10; 7 opts mask=0x00000000
0x0471	SYT		g5	3 opts mask=0x00000007
0x0472	SDR		g5	2 opts mask=0x00000003
0x0473	STC		g5	34 opts mask=0xffffffff
0x0474	FSE	SystemError	g5	23 opts mask=0x007fffff
0x0475	SEM		g5	5 opts mask=0x0000001f
0x0476	XSS		g5	2 opts mask=0x00000003
0x0477	Z12	Spont-CycleSensitivity	g5	active_vids=7,10; 7 opts mask=0x00000000
0x0478	Z18		g5	active_vids=7,10; 7 opts mask=0x00000000
0x0479	Z19		g5	active_vids=7,10; 7 opts mask=0x00000000
0x047A	ZZ4	Spont-EasyBreatheEnable	g5	active_vids=7; 2 opts mask=0x00000000; modes=Spont
0x047B	Z16	Spont-FallTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=Spont
0x047C	ZZ5	Spont-RespiratoryRateEnable	g5	active_vids=7,10; 2 opts mask=0x00000000; modes=Spont
0x047D	ZZ9	Spont-RiseTimeEnable	g5	active_vids=7,10; 2 opts mask=0x00000000; modes=Spont
0x047E	Z11	Spont-TriggerSensitivity	g5	active_vids=7,10; 7 opts mask=0x00000000; modes=Spont
0x047F	Z07		g5	active_vids=7,10; 7 opts mask=0x00000000
0x0480	TMU	TemperatureUnit	g5	2 opts mask=0x00000003; modes=CPAP,AutoSet,HerAuto,Spont,ST,Timed,VAuto,ASV,ASVAuto,iVAPS,PAC
0x0481	TDS	TestDriveState	g5	2 opts mask=0x00000003
0x0482	TRT		g5	2 opts mask=0x00000003
0x0483	TDT	TestDriveType	g5	2 opts mask=0x00000003
0x0484	TLF	TherapyLEDAlwaysOn	g5	INACT; 2 opts mask=0x00000000
0x0485	ZTE		g5	2 opts mask=0x00000003
0x0486	THS	StatusEvent	g5	10 opts mask=0x000000ff
0x0487	CSM		g5	3 opts mask=0x00000007
0x0488	TUB		g5	3 opts mask=0x00000007
0x0489	TMM		g5	3 opts mask=0x00000007
0x048A	TZG		g5	2 opts mask=0x00000003
0x048B	TZE		g5	2 opts mask=0x00000003
0x048C	TUD	TotalUsedHoursDisplayToggle	g5	2 opts mask=0x00000003
0x048D	ZLT		g5	2 opts mask=0x00000003
0x048E	TAT		g5	2 opts mask=0x00000003
0x048F	TRG		g5	9 opts mask=0x000001ff
0x0490	TSS		g5	3 opts mask=0x00000001
0x0491	TCV		g5	9 opts mask=0x000001ff
0x0492	TOM		g5	MODE_SELECTOR; 11 opts mask=0x000007ff
0x0493	TXC	TxLink2Connected	g5	3 opts mask=0x00000007
0x0494	XB9	Timed-FallTimeEnable	g5	INACT; 2 opts mask=0x00000000; modes=Timed
0x0495	XB6	Timed-RiseTimeEnable	g5	active_vids=10; 2 opts mask=0x00000000; modes=Timed
0x0496	ZBO		g5	2 opts mask=0x00000003
0x0497	IRU	IsReadyForUpgrade	g5	3 opts mask=0x00000007
0x0498	UPM		g5	2 opts mask=0x00000003
0x0499	UPK		g5	2 opts mask=0x00000003
0x049A	UPS		g5	2 opts mask=0x00000003
0x049B	UPT		g5	3 opts mask=0x00000007
0x049C	UTY		g5	2 opts mask=0x00000003
0x049D	XE7	VAuto-CycleSensitivity	g5	active_vids=7; 7 opts mask=0x00000000; modes=VAuto
0x049E	XE6	VAuto-TriggerSensitivity	g5	active_vids=7; 7 opts mask=0x00000000; modes=VAuto
0x049F	WUP		g5	2 opts mask=0x00000003
